date,open,high,low,close,move,abs_move,st_dev,avg_move,st_dev_move,pct_move,abs_pct_move,st_dev_pct,st_dev_pct_move,diff,avg_diff,avg_diff_multiple,2_st_dev_move,3_st_dev_move,2_st_dev_pct_move,3_st_dev_pct_move,2_mean_diff,3_mean_diff,2_st_dev_move_price,3_st_dev_move_price,2_st_dev_pct_move_price,3_st_dev_pct_move_price,2_mean_diff_move_price,3_mean_diff_move_price
2016-05-31,1.46371,1.47241,1.44645,1.44806,-0.015940000000000065,0.015940000000000065,0.007832127001874408,0.006048928571428572,2.0352070384182044,-0.010887978142076548,0.010887978142076548,0.005290570944356226,2.05799681293215,0.025959999999999983,0.012318095238095246,2.1074686871810706,1,0,1,0,1,0,1.44806,,1.44806,,1.44806,
2016-06-10,1.44536,1.4473,1.41794,1.42498,-0.020380000000000065,0.020380000000000065,0.007893780929639653,0.006130277777777781,2.581779274298964,-0.014100293352521217,0.014100293352521217,0.005347088326531655,2.6370040088092686,0.029360000000000053,0.012402380952380962,2.367287387214439,1,0,1,0,1,0,1.42498,,1.42498,,1.42498,
2016-06-20,1.44583,1.47181,1.4433,1.46802,0.033050000000000024,0.033050000000000024,0.008278662607417006,0.0063424206349206366,3.992190715731055,0.02303184038690706,0.02303184038690706,0.005627053566490211,4.093055115747338,0.028510000000000035,0.012649920634920642,2.253769080676836,1,1,1,1,1,0,1.46802,1.46802,1.46802,1.46802,1.46802,
2016-06-24,1.48923,1.50164,1.32268,1.36597,-0.12086000000000019,0.12086000000000019,0.01126872462279383,0.006849246031746035,10.725259871514691,-0.0812870334873524,0.0812870334873524,0.0076255431426332084,10.65983523624559,0.17896,0.013418214285714295,13.337095099944097,1,1,1,1,1,1,1.36597,1.36597,1.36597,1.36597,1.36597,1.36597
2016-06-27,1.3426,1.34821,1.31195,1.32204,-0.0439299999999998,0.0439299999999998,0.011563785798651373,0.006969047619047621,3.7989288944735677,-0.032160296346186085,0.032160296346186085,0.007865072566281137,4.089001859189778,0.03625999999999996,0.013484206349206357,2.6890718712662034,1,1,1,1,1,0,1.32204,1.32204,1.32204,1.32204,1.32204,
2016-07-05,1.32787,1.32851,1.29998,1.30217,-0.02583000000000002,0.02583000000000002,0.011638194878735022,0.007044047619047622,2.2194163501417097,-0.01945030120481929,0.01945030120481929,0.007947845441706824,2.447242003820633,0.028530000000000166,0.013664920634920644,2.0878277131805563,1,0,1,0,1,0,1.30217,,1.30217,,1.30217,
2016-07-12,1.29812,1.32944,1.29728,1.32462,0.025129999999999875,0.025129999999999875,0.011767657371806704,0.007172222222222224,2.135514249438215,0.019338355816512536,0.019338355816512536,0.008061282736855241,2.398917944919589,0.032159999999999966,0.013890595238095247,2.3152355567744496,1,0,1,0,1,0,1.32462,,1.32462,,1.32462,
2016-09-16,1.32369,1.32478,1.29942,1.29956,-0.024129999999999985,0.024129999999999985,0.012102732293570534,0.007580079365079363,1.993764665258177,-0.018229343728516485,0.018229343728516485,0.00843270846193232,2.1617424355186716,0.02536000000000005,0.014365238095238101,1.7653727583120655,0,0,1,0,0,0,,,1.29956,,,
2016-10-11,1.23595,1.23647,1.20875,1.21187,-0.02404000000000006,0.02404000000000006,0.012198152024930254,0.007765039682539678,1.9707903255237151,-0.019451254541188324,0.019451254541188324,0.008563027967455976,2.271539298378255,0.027719999999999967,0.014650952380952386,1.8920271719699648,0,0,1,0,0,0,,,1.21187,,,
2017-01-17,1.20384,1.24154,1.20166,1.24146,0.03703999999999996,0.03703999999999996,0.012415751509924319,0.007858253968253969,2.9833071296886597,0.03075339167400073,0.03075339167400073,0.008939953722524466,3.4399945042798925,0.03988000000000014,0.014988531746031755,2.6607009062484357,1,0,1,1,1,0,1.24146,,1.24146,1.24146,1.24146,
